"projectID";"topic";"title"
"627828";"FP7-PEOPLE-2013-IIF";"Marie Curie Action: ""International Incoming Fellowships"""
"291482";"ERC-AG-PE5";"ERC Advanced Grant - Materials and Synthesis"
"275433";"FP7-PEOPLE-2010-IIF";"Marie Curie Action: ""International Incoming Fellowships"""
"249867";"ICT-2009.8.0";"FET-Open: Challenging current thinking"
"305940";"HEALTH.2012.2.1.2-1";"Systems medicine: SME-driven research applying systems biology approaches to address medical and clinical needs"
"321865";"FP7-PEOPLE-2012-CIG";"Marie-Curie Action: ""Career Integration Grants"""
"607466";"FP7-PEOPLE-2013-ITN";"Marie-Curie Action: ""Initial Training Networks"""
"306326";"ERC-SG-PE1";"ERC Starting Grant - Mathematical foundations"
"274765";"FP7-PEOPLE-2010-IEF";"Marie-Curie Action: ""Intra-European fellowships for career development"""
"628343";"FP7-PEOPLE-2013-IEF";"Marie-Curie Action: ""Intra-European fellowships for career development"""
"217979";"PEOPLE-2007-3-1-IAPP";"Marie Curie Action: ""Industry-Academia Partnerships and Pathways"""
"257182";"ERC-SG-PE5";"ERC Starting Grant - Materials and Synthesis"
"303039";"FP7-PEOPLE-2011-IEF";"Marie-Curie Action: ""Intra-European fellowships for career development"""
"336306";"ERC-SG-PE8";"ERC Starting Grant - Products and process engineering"
"236793";"FP7-PEOPLE-IEF-2008";"Marie Curie Action: ""Intra-European Fellowships for Career Development"""
"248809";"ICT-2009.9.3";"General Accompanying Measures"
"237569";"FP7-PEOPLE-IEF-2008";"Marie Curie Action: ""Intra-European Fellowships for Career Development"""
"301898";"FP7-PEOPLE-2011-IEF";"Marie-Curie Action: ""Intra-European fellowships for career development"""
"269245";"FP7-PEOPLE-2010-IRSES";"Marie Curie Action ""International Research Staff Exchange Scheme"""
"252711";"FP7-PEOPLE-2009-IEF";"Marie Curie Action: ""Intra-European Fellowships for Career Development"""
"277047";"FP7-PEOPLE-2009-RG";"Marie Curie Action: ""Reintegration Grants"""
"274345";"FP7-PEOPLE-2010-IEF";"Marie-Curie Action: ""Intra-European fellowships for career development"""
"294987";"FP7-PEOPLE-2011-IRSES";"Marie Curie Action ""International Research Staff Exchange Scheme"""
"274522";"FP7-PEOPLE-2010-IIF";"Marie Curie Action: ""International Incoming Fellowships"""
"252247";"FP7-PEOPLE-2009-IEF";"Marie Curie Action: ""Intra-European Fellowships for Career Development"""
"631775";"FP7-PEOPLE-2013-CIG";"Marie-Curie Action: ""Career Integration Grants"""
"301635";"FP7-PEOPLE-2011-IEF";"Marie-Curie Action: ""Intra-European fellowships for career development"""
"221404";"PEOPLE-2007-2-1.IEF";"Marie Curie Action: ""Intra-European Fellowships for Career Development"""
"331472";"FP7-PEOPLE-2012-IEF";"Marie-Curie Action: ""Intra-European fellowships for career development"""
"235415";"FP7-PEOPLE-IEF-2008";"Marie Curie Action: ""Intra-European Fellowships for Career Development"""
"247031";"ERC-AG-PE8";"ERC Advanced Grant - Products and process engineering"
"278212";"ERC-SG-ID1";"ERC Starting Grant Interdisciplinary Panel"
"327114";"FP7-PEOPLE-2012-IEF";"Marie-Curie Action: ""Intra-European fellowships for career development"""
"625472";"FP7-PEOPLE-2013-IEF";"Marie-Curie Action: ""Intra-European fellowships for career development"""
"305422";"HEALTH.2012.2.1.2-1";"Systems medicine: SME-driven research applying systems biology approaches to address medical and clinical needs"
"632539";"JTI-CS-2013-2-SAGE-06-007";"Validated Design Methodology for Fuel Manifold Systems"
"603722";"ENV.2013.6.3-1";"Turning waste into a resource through innovative technologies, processes and services"
"302552";"FP7-PEOPLE-2011-IEF";"Marie-Curie Action: ""Intra-European fellowships for career development"""
"310939";"ERC-SG-LS3";"ERC Starting Grant - Cellular and Developmental Biology"
"233339";"ERC-AG-LS1";"ERC Advanced Grant - Molecular and Structural Biology and Biochemistry"
"243179";"ERC-SG-LS8";"ERC Starting Grant - Evolutionary, population and environmental biology"
"200973";"HEALTH-2007-2.3.2-2";"Highly innovative approaches for research into host-pathogen interaction in tuberculosis"
"628019";"FP7-PEOPLE-2013-IEF";"Marie-Curie Action: ""Intra-European fellowships for career development"""
"227950";"ERC-AG-PE8";"ERC Advanced Grant - Products and process engineering"
"329515";"FP7-PEOPLE-2012-IEF";"Marie-Curie Action: ""Intra-European fellowships for career development"""
"221570";"PEOPLE-2007-4-2.IIF";"Marie Curie Action: ""International Incoming Fellowships"""
"300318";"FP7-PEOPLE-2011-IEF";"Marie-Curie Action: ""Intra-European fellowships for career development"""
"627590";"FP7-PEOPLE-2013-IIF";"Marie Curie Action: ""International Incoming Fellowships"""
"247509";"FP7-PEOPLE-2009-IRSES";"Marie Curie Action ""International Research Staff Exchange Scheme"""
"328079";"FP7-PEOPLE-2012-IIF";"Marie Curie Action: ""International Incoming Fellowships"""
"210890";"ERC-SG-LS1";"ERC Starting Grant - Molecular and Structural Biology and Biochemistry"
"232947";"ERC-AG-LS2";"ERC Advanced Grant - Genetics, Genomics, Bioinformatics and Systems Biology"
"232942";"ERC-AG-LS5";"ERC Advanced Grant - Neurosciences and neural disorders"
"306772";"ERC-SG-PE7";"ERC Starting Grant - Systems and communication engineering"
"293981";"FP7-PEOPLE-2011-CIG";"Marie-Curie Action: ""Career Integration Grants"""
"303458";"SP1-JTI-FCH.2011.3.6";"Field demonstration of large stationary fuel cell systems for distributed generation and other relevant commercial or industrial applications"
"333602";"FP7-PEOPLE-2012-CIG";"Marie-Curie Action: ""Career Integration Grants"""
"235147";"FP7-PEOPLE-IEF-2008";"Marie Curie Action: ""Intra-European Fellowships for Career Development"""
"283145";"ENERGY.2011.2.3-2";"Development of design tools for Offshore Wind farm clusters"
"233015";"ERC-AG-LS4";"ERC Advanced Grant - Physiology, Pathophysiology and Endocrinology"
"281524";"ERC-SG-LS7";"Applied life sciences, biotechnology and bioengineering: agricultural, animal, fishery, forestry/food sciences; biotechnology, chemical biology, genetic engineering, synthetic biology, industrial biosciences; environmental biotechnology."
"258642";"ERC-SG-ID1";"ERC Starting Grant Interdisciplinary Panel"
"330547";"FP7-PEOPLE-2012-IEF";"Marie-Curie Action: ""Intra-European fellowships for career development"""
"612671";"FP7-PEOPLE-2013-IRSES";"Marie Curie Action ""International Research Staff Exchange Scheme"""
"303605";"FP7-PEOPLE-2011-CIG";"Marie-Curie Action: ""Career Integration Grants"""
"623151";"FP7-PEOPLE-2013-IEF";"Marie-Curie Action: ""Intra-European fellowships for career development"""
"246777";"ERC-AG-PE10";"ERC Advanced Grant - Earth system science"
"623712";"FP7-PEOPLE-2013-IIF";"Marie Curie Action: ""International Incoming Fellowships"""
"277885";"ERC-SG-PE3";"ERC Starting Grant - Condensed matter physics"
"299384";"FP7-PEOPLE-2011-IIF";"Marie Curie Action: ""International Incoming Fellowships"""
"299044";"FP7-PEOPLE-2011-IOF";"Marie Curie Action: ""International Outgoing Fellowships for Career Development"""
"298910";"FP7-PEOPLE-2011-IOF";"Marie Curie Action: ""International Outgoing Fellowships for Career Development"""
"317692";"FP7-PEOPLE-2012-CIG";"Marie-Curie Action: ""Career Integration Grants"""
"328867";"FP7-PEOPLE-2012-IIF";"Marie Curie Action: ""International Incoming Fellowships"""
"201249";"ERC-SG-LS2";"ERC Starting Grant - Genetics,Genomics,Bioinformatics and Systems Biology"
"280221";"ERC-SG-PE5";"ERC Starting Grant - Materials and Synthesis"
"276454";"FP7-PEOPLE-2010-IEF";"Marie-Curie Action: ""Intra-European fellowships for career development"""
"237246";"FP7-PEOPLE-IEF-2008";"Marie Curie Action: ""Intra-European Fellowships for Career Development"""
"235411";"FP7-PEOPLE-IIF-2008";"Marie Curie Action: ""International Incoming Fellowships"""
"622187";"FP7-PEOPLE-2013-IEF";"Marie-Curie Action: ""Intra-European fellowships for career development"""
"254992";"FP7-PEOPLE-2009-IEF";"Marie Curie Action: ""Intra-European Fellowships for Career Development"""
"253556";"FP7-PEOPLE-2009-IEF";"Marie Curie Action: ""Intra-European Fellowships for Career Development"""
"299740";"FP7-PEOPLE-2011-IEF";"Marie-Curie Action: ""Intra-European fellowships for career development"""
"302649";"FP7-PEOPLE-2011-IEF";"Marie-Curie Action: ""Intra-European fellowships for career development"""
"220545";"PEOPLE-2007-2-1.IEF";"Marie Curie Action: ""Intra-European Fellowships for Career Development"""
"299857";"FP7-PEOPLE-2011-IIF";"Marie Curie Action: ""International Incoming Fellowships"""
"235419";"FP7-PEOPLE-IEF-2008";"Marie Curie Action: ""Intra-European Fellowships for Career Development"""
"249291";"FP7-PEOPLE-2009-RG";"Marie Curie Action: ""Reintegration Grants"""
"208650";"ERC-SG-LS1";"ERC Starting Grant - Molecular and Structural Biology and Biochemistry"
"253731";"FP7-PEOPLE-2009-IEF";"Marie Curie Action: ""Intra-European Fellowships for Career Development"""
"301182";"FP7-PEOPLE-2011-IEF";"Marie-Curie Action: ""Intra-European fellowships for career development"""
"220813";"PEOPLE-2007-2-1.IEF";"Marie Curie Action: ""Intra-European Fellowships for Career Development"""
"321931";"FP7-PEOPLE-2012-CIG";"Marie-Curie Action: ""Career Integration Grants"""
"221243";"PEOPLE-2007-2-1.IEF";"Marie Curie Action: ""Intra-European Fellowships for Career Development"""
"260773";"HEALTH.2010.4.2-6";"Impact of EU legislation on health research. FP7-HEALTH-2010-single-stage"
"260742";"ERC-SG-LS2";"ERC Starting Grant - Genetics,Genomics,Bioinformatics and Systems Biology"
"322669";"ERC-AG-LS8";"ERC Advanced Grant - Evolutionary, population and environmental biology"
"220240";"PEOPLE-2007-2-1.IEF";"Marie Curie Action: ""Intra-European Fellowships for Career Development"""
"239184";"PEOPLE-2007-4-3.IRG";"Marie Curie Action: ""International Reintegration Grants"""
"306475";"ERC-SG-PE3";"ERC Starting Grant - Condensed matter physics"
"609495";"INCO.2013-9.1";"Reinforcing cooperation with European Neighbourhood Policy countries on bridging the gap between research and innovation (R2I-ENP)"
"300586";"FP7-PEOPLE-2011-IEF";"Marie-Curie Action: ""Intra-European fellowships for career development"""
"277082";"FP7-PEOPLE-2009-RG";"Marie Curie Action: ""Reintegration Grants"""
"300924";"FP7-PEOPLE-2011-IEF";"Marie-Curie Action: ""Intra-European fellowships for career development"""
"301476";"FP7-PEOPLE-2011-IEF";"Marie-Curie Action: ""Intra-European fellowships for career development"""
"254028";"FP7-PEOPLE-2009-IIF";"Marie Curie Action: ""International Incoming Fellowships"""
"309952";"ERC-SG-LS1";"ERC Starting Grant - Molecular and Structural Biology and Biochemistry"
"226438";"ERC-AG-PE4";"ERC Advanced Grant - Physical and Analytical Chemical sciences"
"612306";"FP7-PEOPLE-2013-IAPP";"Marie Curie Action: ""Industry-Academia Partnerships and Pathways"""
"328897";"FP7-PEOPLE-2012-IIF";"Marie Curie Action: ""International Incoming Fellowships"""
"218636";"SST-2007-3.1-02";"Intelligent mobility systems and multi-modal interfaces for transport of passengers"
"277800";"ERC-SG-PE7";"ERC Starting Grant - Systems and communication engineering"
"618351";"FP7-PEOPLE-2013-CIG";"Marie-Curie Action: ""Career Integration Grants"""
"237636";"PEOPLE-2007-2-1.IEF";"Marie Curie Action: ""Intra-European Fellowships for Career Development"""
"206807";"ERC-SG-PE6";"ERC Starting Grant - Computer science and informatics"
"323099";"ERC-AG-LS4";"ERC Advanced Grant - Physiology, Pathophysiology and Endocrinology"
"274387";"FP7-PEOPLE-2010-IEF";"Marie-Curie Action: ""Intra-European fellowships for career development"""
"303650";"FP7-PEOPLE-2011-CIG";"Marie-Curie Action: ""Career Integration Grants"""
"628086";"FP7-PEOPLE-2013-IEF";"Marie-Curie Action: ""Intra-European fellowships for career development"""
"623648";"FP7-PEOPLE-2013-IEF";"Marie-Curie Action: ""Intra-European fellowships for career development"""
"631787";"FP7-PEOPLE-2013-CIG";"Marie-Curie Action: ""Career Integration Grants"""
"236336";"FP7-PEOPLE-IEF-2008";"Marie Curie Action: ""Intra-European Fellowships for Career Development"""
"625710";"FP7-PEOPLE-2013-IIF";"Marie Curie Action: ""International Incoming Fellowships"""
"222628";"KBBE-2007-3-2-07";"NOVEL ENZYMES – The search for novel enzymes and micro-organisms for different bioprocesses"
"210346";"ERC-SG-PE5";"ERC Starting Grant - Materials and Synthesis"
"329424";"FP7-PEOPLE-2012-IEF";"Marie-Curie Action: ""Intra-European fellowships for career development"""
"624475";"FP7-PEOPLE-2013-IIF";"Marie Curie Action: ""International Incoming Fellowships"""
"330806";"FP7-PEOPLE-2012-IEF";"Marie-Curie Action: ""Intra-European fellowships for career development"""
"221004";"PEOPLE-2007-4-2.IIF";"Marie Curie Action: ""International Incoming Fellowships"""
"221331";"PEOPLE-2007-4-2.IIF";"Marie Curie Action: ""International Incoming Fellowships"""
"631002";"FP7-PEOPLE-2013-CIG";"Marie-Curie Action: ""Career Integration Grants"""
"627374";"FP7-PEOPLE-2013-IEF";"Marie-Curie Action: ""Intra-European fellowships for career development"""
"628803";"FP7-PEOPLE-2013-IIF";"Marie Curie Action: ""International Incoming Fellowships"""
"328261";"FP7-PEOPLE-2012-IIF";"Marie Curie Action: ""International Incoming Fellowships"""
"309518";"ERC-OA-2011-PoC";"European Research Council ERC Proof of Concept"
"627591";"FP7-PEOPLE-2013-IIF";"Marie Curie Action: ""International Incoming Fellowships"""
"274161";"FP7-PEOPLE-2010-IEF";"Marie-Curie Action: ""Intra-European fellowships for career development"""
"254442";"FP7-PEOPLE-2009-IIF";"Marie Curie Action: ""International Incoming Fellowships"""
"302638";"FP7-PEOPLE-2011-IIF";"Marie Curie Action: ""International Incoming Fellowships"""
"251650";"FP7-PEOPLE-2009-IEF";"Marie Curie Action: ""Intra-European Fellowships for Career Development"""
"290456";"ERC-AG-PE2";"ERC Advanced Grant - Fundamental constituents of matter"
"235482";"FP7-PEOPLE-IEF-2008";"Marie Curie Action: ""Intra-European Fellowships for Career Development"""
"282046";"ERC-SG-LS6";"ERC Starting Grant - Immunity and infection"
"301599";"FP7-PEOPLE-2011-IIF";"Marie Curie Action: ""International Incoming Fellowships"""
"239143";"PEOPLE-2007-4-3.IRG";"Marie Curie Action: ""International Reintegration Grants"""
"622632";"FP7-PEOPLE-2013-IEF";"Marie-Curie Action: ""Intra-European fellowships for career development"""
"311839";"INCO.2012-2.2";"Argentina, Chile, Jordan, Mexico, Morocco, Ukraine"
"308481";"ENV.2012.6.1-4";"Exploiting the full potential of economic instruments to achieve the EU's key greenhouse gas emissions reduction targets for 2020 and 2050"
"226446";"INFRA-2008-3.0.2";"Studies, conferences and coordination actions supporting policy development, including international cooperation, in all S&T fields"
"219483";"PEOPLE-2007-2-1.IEF";"Marie Curie Action: ""Intra-European Fellowships for Career Development"""
"628428";"FP7-PEOPLE-2013-IEF";"Marie-Curie Action: ""Intra-European fellowships for career development"""
"242991";"ERC-SG-LS7";"Applied life sciences, biotechnology and bioengineering: agricultural, animal, fishery, forestry/food sciences; biotechnology, chemical biology, genetic engineering, synthetic biology, industrial biosciences; environmental biotechnology."
"258608";"ERC-SG-PE3";"ERC Starting Grant - Condensed matter physics"
"245412";"ICT-2007.8.0";"FET Open"
"259612";"ERC-SG-PE2";"ERC Starting Grant - Fundamental constituents of matter"
"612774";"SSH.2013.1.1-2";"Intangibles in the public sector - an unrecognised source for innovation, well-being and smart growth"
"307934";"ERC-SG-PE2";"ERC Starting Grant - Fundamental constituents of matter"
"221276";"PEOPLE-2007-2-1.IEF";"Marie Curie Action: ""Intra-European Fellowships for Career Development"""
"321133";"ERC-AG-PE2";"ERC Advanced Grant - Fundamental constituents of matter"
"280492";"ERC-SG-LS2";"ERC Starting Grant - Genetics,Genomics,Bioinformatics and Systems Biology"
"220638";"PEOPLE-2007-2-1.IEF";"Marie Curie Action: ""Intra-European Fellowships for Career Development"""
"299685";"FP7-PEOPLE-2011-IEF";"Marie-Curie Action: ""Intra-European fellowships for career development"""
"294880";"ERC-AG-LS6";"ERC Advanced Grant - Immunity and infection"
"273884";"FP7-PEOPLE-2010-IEF";"Marie-Curie Action: ""Intra-European fellowships for career development"""
"220180";"PEOPLE-2007-2-1.IEF";"Marie Curie Action: ""Intra-European Fellowships for Career Development"""
"238291";"FP7-PEOPLE-ITN-2008";"Marie Curie Action: ""Networks for Initial Training"""
"203143";"ERC-SG-PE5";"ERC Starting Grant - Materials and Synthesis"
"224957";"PEOPLE-2007-4-3.IRG";"Marie Curie Action: ""International Reintegration Grants"""
"269297";"FP7-PEOPLE-2010-IRSES";"Marie Curie Action ""International Research Staff Exchange Scheme"""
"233147";"ERC-AG-LS7";"ERC Advanced Grant - Diagnostic tools, therapies and public health"
"301307";"FP7-PEOPLE-2011-IEF";"Marie-Curie Action: ""Intra-European fellowships for career development"""
"614880";"ERC-CG-2013-LS6";"ERC Consolidator Grant - Immunity and Infection"
"332350";"FP7-PEOPLE-2012-IEF";"Marie-Curie Action: ""Intra-European fellowships for career development"""
"253112";"FP7-PEOPLE-2009-IEF";"Marie Curie Action: ""Intra-European Fellowships for Career Development"""
"288263";"ICT-2011.3.5";"Core and disruptive photonic technologies"
"631693";"FP7-PEOPLE-2013-CIG";"Marie-Curie Action: ""Career Integration Grants"""
"339140";"ERC-AG-PE2";"ERC Advanced Grant - Fundamental constituents of matter"
"337488";"ERC-SG-PE1";"ERC Starting Grant - Mathematical foundations"
"260371";"ERC-SG-LS6";"ERC Starting Grant - Immunity and infection"
"302441";"FP7-PEOPLE-2011-IEF";"Marie-Curie Action: ""Intra-European fellowships for career development"""
"340719";"ERC-AG-PE8";"ERC Advanced Grant - Products and process engineering"
"273268";"FP7-PEOPLE-2010-IEF";"Marie-Curie Action: ""Intra-European fellowships for career development"""
"622339";"FP7-PEOPLE-2013-IEF";"Marie-Curie Action: ""Intra-European fellowships for career development"""
"274057";"FP7-PEOPLE-2010-IEF";"Marie-Curie Action: ""Intra-European fellowships for career development"""
"629218";"FP7-PEOPLE-2013-IIF";"Marie Curie Action: ""International Incoming Fellowships"""
"625318";"FP7-PEOPLE-2013-IIF";"Marie Curie Action: ""International Incoming Fellowships"""
"295367";"ENERGY.2011.7.3-2";"Storage and balancing variable electricity supply and demand"
"302561";"FP7-PEOPLE-2011-IEF";"Marie-Curie Action: ""Intra-European fellowships for career development"""
"217231";"SSH-2007-8.0-02";"Measures to support international cooperation"
"217231";"SSH-2007-2.1-01";"Analysing, comparing and evaluating the various societal models in a medium to long term perspective"
"267281";"ERC-AG-PE5";"ERC Advanced Grant - Materials and Synthesis"
"236642";"FP7-PEOPLE-IEF-2008";"Marie Curie Action: ""Intra-European Fellowships for Career Development"""
"264873";"FP7-PEOPLE-2010-ITN";"Marie-Curie Action: ""Initial Training Networks"""
"273551";"FP7-PEOPLE-2010-IEF";"Marie-Curie Action: ""Intra-European fellowships for career development"""
"275622";"FP7-PEOPLE-2010-IIF";"Marie Curie Action: ""International Incoming Fellowships"""
"210867";"ERC-SG-LS1";"ERC Starting Grant - Molecular and Structural Biology and Biochemistry"
"256562";"FP7-PEOPLE-2009-RG";"Marie Curie Action: ""Reintegration Grants"""
"219820";"PEOPLE-2007-2-1.IEF";"Marie Curie Action: ""Intra-European Fellowships for Career Development"""
"335724";"ERC-SG-LS9";"ERC Starting Grant - Applied life sciences and biotechnology"
"339152";"ERC-AG-SH4";"ERC Advanced Grant - The Human Mind and its complexity"
"229441";"ERC-AG-SH4";"ERC Advanced Grant - The Human Mind and its complexity"
"627569";"FP7-PEOPLE-2013-IEF";"Marie-Curie Action: ""Intra-European fellowships for career development"""
"277118";"FP7-PEOPLE-2009-RG";"Marie Curie Action: ""Reintegration Grants"""
"628961";"FP7-PEOPLE-2013-IEF";"Marie-Curie Action: ""Intra-European fellowships for career development"""
"260906";"ERC-SG-LS1";"ERC Starting Grant - Molecular and Structural Biology and Biochemistry"
"303724";"FP7-PEOPLE-2011-CIG";"Marie-Curie Action: ""Career Integration Grants"""
"278124";"ERC-SG-PE1";"ERC Starting Grant - Mathematical foundations"
"303824";"FP7-PEOPLE-2011-CIG";"Marie-Curie Action: ""Career Integration Grants"""
"300185";"FP7-PEOPLE-2011-IEF";"Marie-Curie Action: ""Intra-European fellowships for career development"""
"231009";"PEOPLE-2007-4-3.IRG";"Marie Curie Action: ""International Reintegration Grants"""
"232216";"SME-1";"Research for SMEs"
"273017";"FP7-PEOPLE-2010-IOF";"Marie Curie Action: ""International Outgoing Fellowships for Career Development"""
"308087";"ERC-SG-PE6";"ERC Starting Grant - Computer science and informatics"
"623456";"FP7-PEOPLE-2013-IIF";"Marie Curie Action: ""International Incoming Fellowships"""
"235720";"FP7-PEOPLE-IEF-2008";"Marie Curie Action: ""Intra-European Fellowships for Career Development"""
"284231";"ERC-SG-SH6";"ERC Starting Grant - The study of the human past"
"220368";"PEOPLE-2007-2-1.IEF";"Marie Curie Action: ""Intra-European Fellowships for Career Development"""
"327954";"FP7-PEOPLE-2012-IOF";"Marie Curie Action: ""International Outgoing Fellowships for Career Development"""
"330170";"FP7-PEOPLE-2012-IIF";"Marie Curie Action: ""International Incoming Fellowships"""
"283050";"ENERGY.2011.6.1-1";"Optimisation of IGCC technologies for use with high ash content coal"
"221464";"PEOPLE-2007-2-1.IEF";"Marie Curie Action: ""Intra-European Fellowships for Career Development"""
"294509";"ERC-AG-LS5";"ERC Advanced Grant - Neurosciences and neural disorders"
"220892";"PEOPLE-2007-4-2.IIF";"Marie Curie Action: ""International Incoming Fellowships"""
"221466";"PEOPLE-2007-4-2.IIF";"Marie Curie Action: ""International Incoming Fellowships"""
"294627";"ERC-AG-LS2";"ERC Advanced Grant - Genetics, Genomics, Bioinformatics and Systems Biology"
"273868";"FP7-PEOPLE-2010-IEF";"Marie-Curie Action: ""Intra-European fellowships for career development"""
"244367";"INCO-2009-5.1";"Supporting the EU access to third country programmes"
"239525";"FP7-PEOPLE-2009-RG";"Marie Curie Action: ""Reintegration Grants"""
"221026";"PEOPLE-2007-2-1.IEF";"Marie Curie Action: ""Intra-European Fellowships for Career Development"""
"237109";"FP7-PEOPLE-IEF-2008";"Marie Curie Action: ""Intra-European Fellowships for Career Development"""
"612562";"FP7-PEOPLE-2013-IRSES";"Marie Curie Action ""International Research Staff Exchange Scheme"""
"225260";"SSH-2007-4.3-01";"Europe seen from outside"
"271554";"ICT-2009.8.0";"FET-Open: Challenging current thinking"
"306658";"ERC-SG-PE5";"ERC Starting Grant - Materials and Synthesis"
"329339";"FP7-PEOPLE-2012-IEF";"Marie-Curie Action: ""Intra-European fellowships for career development"""
"235741";"FP7-PEOPLE-IOF-2008";"Marie Curie Action: ""International Outgoing Fellowships for Career Development"""
"626190";"FP7-PEOPLE-2013-IIF";"Marie Curie Action: ""International Incoming Fellowships"""
"322788";"ERC-AG-LS1";"ERC Advanced Grant - Molecular and Structural Biology and Biochemistry"
"299973";"FP7-PEOPLE-2011-IEF";"Marie-Curie Action: ""Intra-European fellowships for career development"""
"324115";"ERC-AG-SH4";"ERC Advanced Grant - The Human Mind and its complexity"
"318520";"FP7-PEOPLE-2012-IRSES";"Marie Curie Action ""International Research Staff Exchange Scheme"""
"276828";"FP7-PEOPLE-2009-RG";"Marie Curie Action: ""Reintegration Grants"""
"327226";"FP7-PEOPLE-2012-IEF";"Marie-Curie Action: ""Intra-European fellowships for career development"""
"203872";"ERC-SG-PE3";"ERC Starting Grant - Condensed matter physics"
"227669";"ERC-AG-PE8";"ERC Advanced Grant - Products and process engineering"
"260729";"ERC-SG-LS8";"ERC Starting Grant - Evolutionary, population and environmental biology"
"221035";"PEOPLE-2007-2-1.IEF";"Marie Curie Action: ""Intra-European Fellowships for Career Development"""
"303293";"FP7-PEOPLE-2011-IOF";"Marie Curie Action: ""International Outgoing Fellowships for Career Development"""
"268327";"FP7-PEOPLE-2009-RG";"Marie Curie Action: ""Reintegration Grants"""
"300091";"FP7-PEOPLE-2011-IIF";"Marie Curie Action: ""International Incoming Fellowships"""
"330912";"FP7-PEOPLE-2012-IEF";"Marie-Curie Action: ""Intra-European fellowships for career development"""
"255554";"FP7-PEOPLE-2009-IEF";"Marie Curie Action: ""Intra-European Fellowships for Career Development"""
"217768";"PEOPLE-2007-3-1-IAPP";"Marie Curie Action: ""Industry-Academia Partnerships and Pathways"""
"326672";"FP7-PEOPLE-2012-IIF";"Marie Curie Action: ""International Incoming Fellowships"""
"235993";"FP7-PEOPLE-IEF-2008";"Marie Curie Action: ""Intra-European Fellowships for Career Development"""
"302836";"FP7-PEOPLE-2011-IIF";"Marie Curie Action: ""International Incoming Fellowships"""
"215118";"PEOPLE-2007-1-1-ITN";"Marie Curie Action: "" Networks for Initial Training"""
"329945";"FP7-PEOPLE-2012-IEF";"Marie-Curie Action: ""Intra-European fellowships for career development"""
"211712";"Fission-2007-4.1-03";"Databases and tissue banks"
"226462";"ERC-AG-ID1";"ERC Advanced Grant Interdisciplinary Panel"
"295276";"FP7-PEOPLE-2011-IRSES";"Marie Curie Action ""International Research Staff Exchange Scheme"""
"233158";"ERC-AG-LS4";"ERC Advanced Grant - Physiology, Pathophysiology and Endocrinology"
"302088";"FP7-PEOPLE-2011-IEF";"Marie-Curie Action: ""Intra-European fellowships for career development"""
"331858";"FP7-PEOPLE-2012-IEF";"Marie-Curie Action: ""Intra-European fellowships for career development"""
"239749";"ERC-SG-PE7";"ERC Starting Grant - Systems and communication engineering"
"219986";"PEOPLE-2007-2-1.IEF";"Marie Curie Action: ""Intra-European Fellowships for Career Development"""
"628858";"FP7-PEOPLE-2013-IEF";"Marie-Curie Action: ""Intra-European fellowships for career development"""
"623287";"FP7-PEOPLE-2013-IIF";"Marie Curie Action: ""International Incoming Fellowships"""
"204853";"ERC-SG-PE5";"ERC Starting Grant - Materials and Synthesis"
"307280";"ERC-SG-PE3";"ERC Starting Grant - Condensed matter physics"
"255931";"ICT-2009.8.0";"FET-Open: Challenging current thinking"
"321933";"FP7-PEOPLE-2012-CIG";"Marie-Curie Action: ""Career Integration Grants"""
"219307";"PEOPLE-2007-4-1.IOF";"Marie Curie Action: ""International Outgoing Fellowships for Career Development"""
"293720";"FP7-PEOPLE-2011-CIG";"Marie-Curie Action: ""Career Integration Grants"""
"237621";"FP7-PEOPLE-IIF-2008";"Marie Curie Action: ""International Incoming Fellowships"""
"237018";"FP7-PEOPLE-IOF-2008";"Marie Curie Action: ""International Outgoing Fellowships for Career Development"""
"615789";"ERC-CG-2013-LS8";"ERC Consolidator Grant - Evolutionary, Population and Environmental Biology"
"236240";"FP7-PEOPLE-IEF-2008";"Marie Curie Action: ""Intra-European Fellowships for Career Development"""
"294110";"FP7-PEOPLE-2011-CIG";"Marie-Curie Action: ""Career Integration Grants"""
"279818";"ERC-SG-PE4";"ERC Starting Grant - Physical and Analytical Chemical sciences"
"253359";"FP7-PEOPLE-2009-IEF";"Marie Curie Action: ""Intra-European Fellowships for Career Development"""
"259737";"HEALTH.2010.2.4.1-6";"Translational research on cancers with poor prognosis. FP7-HEALTH-2010-two-stage"
"202337";"ERC-SG-LS1";"ERC Starting Grant - Molecular and Structural Biology and Biochemistry"
"605847";"SME-2013-1";"Research for SMEs"
"627049";"FP7-PEOPLE-2013-IEF";"Marie-Curie Action: ""Intra-European fellowships for career development"""
"268393";"FP7-PEOPLE-2009-RG";"Marie Curie Action: ""Reintegration Grants"""
"313360";"ERC-SG-SH4";"ERC Starting Grant - The Human Mind and its complexity"
"260661";"ERC-SG-LS9";"ERC Starting Grant - Applied life sciences and biotechnology"
"272437";"FP7-PEOPLE-2010-IEF";"Marie-Curie Action: ""Intra-European fellowships for career development"""
"220322";"PEOPLE-2007-2-1.IEF";"Marie Curie Action: ""Intra-European Fellowships for Career Development"""
"243387";"GA";"General Activities"
"325661";"FP7-PEOPLE-2012-IEF";"Marie-Curie Action: ""Intra-European fellowships for career development"""
"337066";"ERC-SG-LS3";"ERC Starting Grant - Cellular and Developmental Biology"
"249982";"ERC-AG-ID1";"ERC Advanced Grant Interdisciplinary Panel"
